ToyId,ElfId,StartTime,Duration
4156,1,2014 1 28 17 11,18,4.0
198,1,2014 1 28 17 29,18,4.0
337,1,2014 1 28 17 47,18,4.0
1831,1,2014 1 28 18 5,14,4.0
542,1,2014 1 28 18 19,11,4.0
495,1,2014 1 28 18 30,8,4.0
289,1,2014 1 28 18 38,6,4.0
346,1,2014 1 28 18 44,4,4.0
193,1,2014 1 28 18 48,3,4.0
515,1,2014 1 28 18 51,3,4.0
320,1,2014 1 28 18 54,2,4.0
398,1,2014 1 28 18 56,1,4.0
411,1,2014 1 28 18 57,1,4.0
331,1,2014 1 28 18 58,1,4.0
864,1,2014 1 28 18 59,1,4.0
496,1,2014 1 29 9 0,18,4.0
1601,1,2014 1 29 9 18,18,4.0
1926,1,2014 1 29 9 36,18,4.0
2802,1,2014 1 29 9 54,18,4.0
3599,1,2014 1 29 10 12,18,4.0
4646,1,2014 1 29 10 30,18,4.0
438,1,2014 1 29 10 48,18,4.0
1301,1,2014 1 29 11 6,18,4.0
2801,1,2014 1 29 11 24,18,4.0
3535,1,2014 1 29 11 42,18,4.0
4614,1,2014 1 29 12 0,18,4.0
4975,1,2014 1 29 12 18,18,4.0
3902,1,2014 1 29 12 36,18,4.0
4513,1,2014 1 29 12 54,18,4.0
4687,1,2014 1 29 13 12,18,4.0
4863,1,2014 1 29 13 30,18,4.0
437,1,2014 1 29 13 48,17,4.0
768,1,2014 1 29 14 5,17,4.0
1000,1,2014 1 29 14 22,17,4.0
1062,1,2014 1 29 14 39,17,4.0
1300,1,2014 1 29 14 56,17,4.0
1412,1,2014 1 29 15 13,17,4.0
2749,1,2014 1 29 15 30,17,4.0
2973,1,2014 1 29 15 47,17,4.0
3248,1,2014 1 29 16 4,17,4.0
3484,1,2014 1 29 16 21,17,4.0
3641,1,2014 1 29 16 38,17,4.0
4829,1,2014 1 29 16 55,17,4.0
622,1,2014 1 29 17 12,17,4.0
1251,1,2014 1 29 17 29,17,4.0
1438,1,2014 1 29 17 46,17,4.0
650,1,2014 1 29 18 3,15,4.0
422,1,2014 1 29 18 18,11,4.0
671,1,2014 1 29 18 29,8,4.0
305,1,2014 1 29 18 37,6,4.0
288,1,2014 1 29 18 43,5,4.0
205,1,2014 1 29 18 48,3,4.0
529,1,2014 1 29 18 51,3,4.0
321,1,2014 1 29 18 54,2,4.0
399,1,2014 1 29 18 56,1,4.0
440,1,2014 1 29 18 57,1,4.0
340,1,2014 1 29 18 58,1,4.0
886,1,2014 1 29 18 59,1,4.0
2231,1,2014 1 30 9 0,17,4.0
2674,1,2014 1 30 9 17,17,4.0
3577,1,2014 1 30 9 34,17,4.0
3654,1,2014 1 30 9 51,17,4.0
4715,1,2014 1 30 10 8,17,4.0
3735,1,2014 1 30 10 25,17,4.0
4988,1,2014 1 30 10 42,17,4.0
2049,1,2014 1 30 10 59,17,4.0
2500,1,2014 1 30 11 16,17,4.0
2591,1,2014 1 30 11 33,17,4.0
3374,1,2014 1 30 11 50,17,4.0
4323,1,2014 1 30 12 7,17,4.0
4895,1,2014 1 30 12 24,17,4.0
33,1,2014 1 30 12 41,16,4.0
722,1,2014 1 30 12 57,16,4.0
796,1,2014 1 30 13 13,16,4.0
948,1,2014 1 30 13 29,16,4.0
1195,1,2014 1 30 13 45,16,4.0
1692,1,2014 1 30 14 1,16,4.0
2376,1,2014 1 30 14 17,16,4.0
2714,1,2014 1 30 14 33,16,4.0
3262,1,2014 1 30 14 49,16,4.0
3290,1,2014 1 30 15 5,16,4.0
3428,1,2014 1 30 15 21,16,4.0
4512,1,2014 1 30 15 37,16,4.0
4950,1,2014 1 30 15 53,16,4.0
4254,1,2014 1 30 16 9,16,4.0
4803,1,2014 1 30 16 25,16,4.0
368,1,2014 1 30 16 41,16,4.0
393,1,2014 1 30 16 57,16,4.0
543,1,2014 1 30 17 13,16,4.0
975,1,2014 1 30 17 29,16,4.0
1462,1,2014 1 30 17 45,16,4.0
436,1,2014 1 30 18 1,15,4.0
93,1,2014 1 30 18 16,11,4.0
673,1,2014 1 30 18 27,9,4.0
780,1,2014 1 30 18 36,6,4.0
243,1,2014 1 30 18 42,5,4.0
145,1,2014 1 30 18 47,4,4.0
530,1,2014 1 30 18 51,3,4.0
402,1,2014 1 30 18 54,2,4.0
400,1,2014 1 30 18 56,1,4.0
441,1,2014 1 30 18 57,1,4.0
351,1,2014 1 30 18 58,1,4.0
887,1,2014 1 30 18 59,1,4.0
1753,1,2014 1 31 9 0,16,4.0
2375,1,2014 1 31 9 16,16,4.0
2981,1,2014 1 31 9 32,16,4.0
2992,1,2014 1 31 9 48,16,4.0
3415,1,2014 1 31 10 4,16,4.0
3576,1,2014 1 31 10 20,16,4.0
4412,1,2014 1 31 10 36,16,4.0
4613,1,2014 1 31 10 52,16,4.0
518,1,2014 1 31 11 8,16,4.0
2800,1,2014 1 31 11 24,16,4.0
3211,1,2014 1 31 11 40,16,4.0
4127,1,2014 1 31 11 56,16,4.0
4949,1,2014 1 31 12 12,16,4.0
636,1,2014 1 31 12 28,15,4.0
814,1,2014 1 31 12 43,15,4.0
1250,1,2014 1 31 12 58,15,4.0
1342,1,2014 1 31 13 13,15,4.0
2499,1,2014 1 31 13 28,15,4.0
2651,1,2014 1 31 13 43,15,4.0
2821,1,2014 1 31 13 58,15,4.0
2825,1,2014 1 31 14 13,15,4.0
4431,1,2014 1 31 14 28,15,4.0
4612,1,2014 1 31 14 43,15,4.0
4915,1,2014 1 31 14 58,15,4.0
1075,1,2014 1 31 15 13,15,4.0
1148,1,2014 1 31 15 28,15,4.0
1624,1,2014 1 31 15 43,15,4.0
2265,1,2014 1 31 15 58,15,4.0
2293,1,2014 1 31 16 13,15,4.0
2340,1,2014 1 31 16 28,15,4.0
2642,1,2014 1 31 16 43,15,4.0
2713,1,2014 1 31 16 58,15,4.0
3352,1,2014 1 31 17 13,15,4.0
4340,1,2014 1 31 17 28,15,4.0
4790,1,2014 1 31 17 43,15,4.0
4828,1,2014 1 31 17 58,15,4.0
513,1,2014 1 31 18 13,12,4.0
751,1,2014 1 31 18 25,9,4.0
648,1,2014 1 31 18 34,7,4.0
309,1,2014 1 31 18 41,5,4.0
170,1,2014 1 31 18 46,4,4.0
128,1,2014 1 31 18 50,3,4.0
100,1,2014 1 31 18 53,2,4.0
66,1,2014 1 31 18 55,2,4.0
442,1,2014 1 31 18 57,1,4.0
352,1,2014 1 31 18 58,1,4.0
958,1,2014 1 31 18 59,1,4.0
4928,1,2014 2 1 9 0,15,4.0
854,1,2014 2 1 9 15,15,4.0
1239,1,2014 2 1 9 30,15,4.0
1550,1,2014 2 1 9 45,15,4.0
2009,1,2014 2 1 10 0,15,4.0
2048,1,2014 2 1 10 15,15,4.0
2264,1,2014 2 1 10 30,15,4.0
2530,1,2014 2 1 10 45,15,4.0
4115,1,2014 2 1 11 0,15,4.0
4241,1,2014 2 1 11 15,15,4.0
4322,1,2014 2 1 11 30,15,4.0
4511,1,2014 2 1 11 45,15,4.0
4527,1,2014 2 1 12 0,15,4.0
4557,1,2014 2 1 12 15,15,4.0
698,1,2014 2 1 12 30,15,4.0
1147,1,2014 2 1 12 45,15,4.0
1238,1,2014 2 1 13 0,15,4.0
1411,1,2014 2 1 13 15,15,4.0
1503,1,2014 2 1 13 30,15,4.0
1587,1,2014 2 1 13 45,15,4.0
1804,1,2014 2 1 14 0,15,4.0
2062,1,2014 2 1 14 15,15,4.0
2212,1,2014 2 1 14 30,15,4.0
2681,1,2014 2 1 14 45,15,4.0
2748,1,2014 2 1 15 0,15,4.0
3884,1,2014 2 1 15 15,15,4.0
4024,1,2014 2 1 15 30,15,4.0
4404,1,2014 2 1 15 45,15,4.0
4454,1,2014 2 1 16 0,15,4.0
4483,1,2014 2 1 16 15,15,4.0
4974,1,2014 2 1 16 30,15,4.0
435,1,2014 2 1 16 45,14,4.0
876,1,2014 2 1 16 59,14,4.0
1437,1,2014 2 1 17 13,14,4.0
1513,1,2014 2 1 17 27,14,4.0
1792,1,2014 2 1 17 41,14,4.0
1941,1,2014 2 1 17 55,14,4.0
291,1,2014 2 1 18 9,13,4.0
806,1,2014 2 1 18 22,10,4.0
510,1,2014 2 1 18 32,7,4.0
171,1,2014 2 1 18 39,6,4.0
386,1,2014 2 1 18 45,4,4.0
204,1,2014 2 1 18 49,3,4.0
277,1,2014 2 1 18 52,2,4.0
415,1,2014 2 1 18 54,2,4.0
412,1,2014 2 1 18 56,1,4.0
456,1,2014 2 1 18 57,1,4.0
353,1,2014 2 1 18 58,1,4.0
979,1,2014 2 1 18 59,1,4.0
2118,1,2014 2 2 9 0,14,4.0
3184,1,2014 2 2 9 14,14,4.0
3210,1,2014 2 2 9 28,14,4.0
3400,1,2014 2 2 9 42,14,4.0
3675,1,2014 2 2 9 56,14,4.0
4095,1,2014 2 2 10 10,14,4.0
4789,1,2014 2 2 10 24,14,4.0
2087,1,2014 2 2 10 38,14,4.0
2519,1,2014 2 2 10 52,14,4.0
2577,1,2014 2 2 11 6,14,4.0
2747,1,2014 2 2 11 20,14,4.0
3546,1,2014 2 2 11 34,14,4.0
3667,1,2014 2 2 11 48,14,4.0
3710,1,2014 2 2 12 2,14,4.0
3874,1,2014 2 2 12 16,14,4.0
4914,1,2014 2 2 12 30,14,4.0
783,1,2014 2 2 12 44,14,4.0
839,1,2014 2 2 12 58,14,4.0
1101,1,2014 2 2 13 12,14,4.0
1299,1,2014 2 2 13 26,14,4.0
1478,1,2014 2 2 13 40,14,4.0
1975,1,2014 2 2 13 54,14,4.0
2734,1,2014 2 2 14 8,14,4.0
2746,1,2014 2 2 14 22,14,4.0
2851,1,2014 2 2 14 36,14,4.0
3483,1,2014 2 2 14 50,14,4.0
3575,1,2014 2 2 15 4,14,4.0
3680,1,2014 2 2 15 18,14,4.0
3965,1,2014 2 2 15 32,14,4.0
367,1,2014 2 2 15 46,14,4.0
661,1,2014 2 2 16 0,14,4.0
1644,1,2014 2 2 16 14,14,4.0
1896,1,2014 2 2 16 28,14,4.0
1897,1,2014 2 2 16 42,14,4.0
2008,1,2014 2 2 16 56,14,4.0
2047,1,2014 2 2 17 10,14,4.0
2167,1,2014 2 2 17 24,14,4.0
2181,1,2014 2 2 17 38,14,4.0
2196,1,2014 2 2 17 52,14,4.0
2712,1,2014 2 2 18 6,14,4.0
1088,1,2014 2 2 18 20,10,4.0
512,1,2014 2 2 18 30,8,4.0
304,1,2014 2 2 18 38,6,4.0
418,1,2014 2 2 18 44,4,4.0
214,1,2014 2 2 18 48,3,4.0
579,1,2014 2 2 18 51,3,4.0
416,1,2014 2 2 18 54,2,4.0
413,1,2014 2 2 18 56,1,4.0
471,1,2014 2 2 18 57,1,4.0
396,1,2014 2 2 18 58,1,4.0
980,1,2014 2 2 18 59,1,4.0
2838,1,2014 2 3 9 0,14,4.0
2903,1,2014 2 3 9 14,14,4.0
2934,1,2014 2 3 9 28,14,4.0
3734,1,2014 2 3 9 42,14,4.0
4761,1,2014 2 3 9 56,14,4.0
163,1,2014 2 3 10 10,13,4.0
248,1,2014 2 3 10 23,13,4.0
1940,1,2014 2 3 10 36,13,4.0
1996,1,2014 2 3 10 49,13,4.0
3399,1,2014 2 3 11 2,13,4.0
4577,1,2014 2 3 11 15,13,4.0
4686,1,2014 2 3 11 28,13,4.0
4788,1,2014 2 3 11 41,13,4.0
4913,1,2014 2 3 11 54,13,4.0
712,1,2014 2 3 12 7,13,4.0
737,1,2014 2 3 12 20,13,4.0
1737,1,2014 2 3 12 33,13,4.0
1821,1,2014 2 3 12 46,13,4.0
1870,1,2014 2 3 12 59,13,4.0
1887,1,2014 2 3 13 12,13,4.0
2278,1,2014 2 3 13 25,13,4.0
2529,1,2014 2 3 13 38,13,4.0
2745,1,2014 2 3 13 51,13,4.0
3500,1,2014 2 3 14 4,13,4.0
3613,1,2014 2 3 14 17,13,4.0
3679,1,2014 2 3 14 30,13,4.0
4330,1,2014 2 3 14 43,13,4.0
4894,1,2014 2 3 14 56,13,4.0
484,1,2014 2 3 15 9,13,4.0
514,1,2014 2 3 15 22,13,4.0
588,1,2014 2 3 15 35,13,4.0
1181,1,2014 2 3 15 48,13,4.0
2415,1,2014 2 3 16 1,13,4.0
2518,1,2014 2 3 16 14,13,4.0
3183,1,2014 2 3 16 27,13,4.0
3209,1,2014 2 3 16 40,13,4.0
4301,1,2014 2 3 16 53,13,4.0
4635,1,2014 2 3 17 6,13,4.0
4816,1,2014 2 3 17 19,13,4.0
1671,1,2014 2 3 17 32,13,4.0
1691,1,2014 2 3 17 45,13,4.0
2166,1,2014 2 3 17 58,13,4.0
3208,1,2014 2 3 18 11,13,4.0
558,1,2014 2 3 18 24,9,4.0
571,1,2014 2 3 18 33,7,4.0
149,1,2014 2 3 18 40,5,4.0
417,1,2014 2 3 18 45,4,4.0
298,1,2014 2 3 18 49,3,4.0
278,1,2014 2 3 18 52,2,4.0
459,1,2014 2 3 18 54,2,4.0
425,1,2014 2 3 18 56,1,4.0
472,1,2014 2 3 18 57,1,4.0
397,1,2014 2 3 18 58,1,4.0
985,1,2014 2 3 18 59,1,4.0
3694,1,2014 2 4 9 0,13,4.0
4135,1,2014 2 4 9 13,13,4.0
4220,1,2014 2 4 9 26,13,4.0
4289,1,2014 2 4 9 39,13,4.0
366,1,2014 2 4 9 52,12,4.0
451,1,2014 2 4 10 4,12,4.0
711,1,2014 2 4 10 16,12,4.0
946,1,2014 2 4 10 28,12,4.0
947,1,2014 2 4 10 40,12,4.0
1089,1,2014 2 4 10 52,12,4.0
1215,1,2014 2 4 11 4,12,4.0
1477,1,2014 2 4 11 16,12,4.0
3008,1,2014 2 4 11 28,12,4.0
3289,1,2014 2 4 11 40,12,4.0
3318,1,2014 2 4 11 52,12,4.0
3351,1,2014 2 4 12 4,12,4.0
3841,1,2014 2 4 12 16,12,4.0
4079,1,2014 2 4 12 28,12,4.0
4219,1,2014 2 4 12 40,12,4.0
4288,1,2014 2 4 12 52,12,4.0
4310,1,2014 2 4 13 4,12,4.0
4634,1,2014 2 4 13 16,12,4.0
4802,1,2014 2 4 13 28,12,4.0
721,1,2014 2 4 13 40,12,4.0
1074,1,2014 2 4 13 52,12,4.0
1249,1,2014 2 4 14 4,12,4.0
1487,1,2014 2 4 14 16,12,4.0
3207,1,2014 2 4 14 28,12,4.0
3709,1,2014 2 4 14 40,12,4.0
3733,1,2014 2 4 14 52,12,4.0
4329,1,2014 2 4 15 4,12,4.0
4403,1,2014 2 4 15 16,12,4.0
4992,1,2014 2 4 15 28,12,4.0
300,1,2014 2 4 15 40,12,4.0
927,1,2014 2 4 15 52,12,4.0
1376,1,2014 2 4 16 4,12,4.0
1869,1,2014 2 4 16 16,12,4.0
1974,1,2014 2 4 16 28,12,4.0
2133,1,2014 2 4 16 40,12,4.0
2440,1,2014 2 4 16 52,12,4.0
2541,1,2014 2 4 17 4,12,4.0
2590,1,2014 2 4 17 16,12,4.0
2948,1,2014 2 4 17 28,12,4.0
2963,1,2014 2 4 17 40,12,4.0
3027,1,2014 2 4 17 52,12,4.0
3758,1,2014 2 4 18 4,12,4.0
483,1,2014 2 4 18 16,11,4.0
735,1,2014 2 4 18 27,9,4.0
794,1,2014 2 4 18 36,6,4.0
256,1,2014 2 4 18 42,5,4.0
168,1,2014 2 4 18 47,4,4.0
611,1,2014 2 4 18 51,3,4.0
460,1,2014 2 4 18 54,2,4.0
426,1,2014 2 4 18 56,1,4.0
488,1,2014 2 4 18 57,1,4.0
469,1,2014 2 4 18 58,1,4.0
1002,1,2014 2 4 18 59,1,4.0
999,1,2014 2 5 9 0,12,4.0
1146,1,2014 2 5 9 12,12,4.0
1390,1,2014 2 5 9 24,12,4.0
1614,1,2014 2 5 9 36,12,4.0
1662,1,2014 2 5 9 48,12,4.0
1744,1,2014 2 5 10 0,12,4.0
1868,1,2014 2 5 10 12,12,4.0
1961,1,2014 2 5 10 24,12,4.0
2132,1,2014 2 5 10 36,12,4.0
2180,1,2014 2 5 10 48,12,4.0
2548,1,2014 2 5 11 0,12,4.0
2779,1,2014 2 5 11 12,12,4.0
2788,1,2014 2 5 11 24,12,4.0
2837,1,2014 2 5 11 36,12,4.0
3167,1,2014 2 5 11 48,12,4.0
3482,1,2014 2 5 12 0,12,4.0
3653,1,2014 2 5 12 12,12,4.0
3757,1,2014 2 5 12 24,12,4.0
4072,1,2014 2 5 12 36,12,4.0
4645,1,2014 2 5 12 48,12,4.0
560,1,2014 2 5 13 0,11,4.0
753,1,2014 2 5 13 11,11,4.0
875,1,2014 2 5 13 22,11,4.0
998,1,2014 2 5 13 33,11,4.0
1661,1,2014 2 5 13 44,11,4.0
1724,1,2014 2 5 13 55,11,4.0
2414,1,2014 2 5 14 6,11,4.0
2439,1,2014 2 5 14 17,11,4.0
2608,1,2014 2 5 14 28,11,4.0
2727,1,2014 2 5 14 39,11,4.0
2836,1,2014 2 5 14 50,11,4.0
2962,1,2014 2 5 15 1,11,4.0
3026,1,2014 2 5 15 12,11,4.0
3206,1,2014 2 5 15 23,11,4.0
3534,1,2014 2 5 15 34,11,4.0
3640,1,2014 2 5 15 45,11,4.0
3722,1,2014 2 5 15 56,11,4.0
4287,1,2014 2 5 16 7,11,4.0
4893,1,2014 2 5 16 18,11,4.0
4973,1,2014 2 5 16 29,11,4.0
559,1,2014 2 5 16 40,11,4.0
883,1,2014 2 5 16 51,11,4.0
1180,1,2014 2 5 17 2,11,4.0
1842,1,2014 2 5 17 13,11,4.0
1960,1,2014 2 5 17 24,11,4.0
2007,1,2014 2 5 17 35,11,4.0
2325,1,2014 2 5 17 46,11,4.0
2770,1,2014 2 5 17 57,11,4.0
2918,1,2014 2 5 18 8,11,4.0
710,1,2014 2 5 18 19,11,4.0
1026,1,2014 2 5 18 30,8,4.0
327,1,2014 2 5 18 38,6,4.0
466,1,2014 2 5 18 44,4,4.0
229,1,2014 2 5 18 48,3,4.0
612,1,2014 2 5 18 51,3,4.0
499,1,2014 2 5 18 54,2,4.0
443,1,2014 2 5 18 56,1,4.0
523,1,2014 2 5 18 57,1,4.0
470,1,2014 2 5 18 58,1,4.0
1003,1,2014 2 5 18 59,1,4.0
3133,1,2014 2 6 9 0,11,4.0
3288,1,2014 2 6 9 11,11,4.0
3952,1,2014 2 6 9 22,11,4.0
3964,1,2014 2 6 9 33,11,4.0
4203,1,2014 2 6 9 44,11,4.0
4754,1,2014 2 6 9 55,11,4.0
4972,1,2014 2 6 10 6,11,4.0
649,1,2014 2 6 10 17,11,4.0
674,1,2014 2 6 10 28,11,4.0
926,1,2014 2 6 10 39,11,4.0
1264,1,2014 2 6 10 50,11,4.0
1643,1,2014 2 6 11 1,11,4.0
1863,1,2014 2 6 11 12,11,4.0
2517,1,2014 2 6 11 23,11,4.0
2547,1,2014 2 6 11 34,11,4.0
2820,1,2014 2 6 11 45,11,4.0
3025,1,2014 2 6 11 56,11,4.0
3182,1,2014 2 6 12 7,11,4.0
3275,1,2014 2 6 12 18,11,4.0
3598,1,2014 2 6 12 29,11,4.0
4367,1,2014 2 6 12 40,11,4.0
4496,1,2014 2 6 12 51,11,4.0
4611,1,2014 2 6 13 2,11,4.0
4753,1,2014 2 6 13 13,11,4.0
752,1,2014 2 6 13 24,11,4.0
795,1,2014 2 6 13 35,11,4.0
1027,1,2014 2 6 13 46,11,4.0
1237,1,2014 2 6 13 57,11,4.0
1248,1,2014 2 6 14 8,11,4.0
1341,1,2014 2 6 14 19,11,4.0
1502,1,2014 2 6 14 30,11,4.0
1660,1,2014 2 6 14 41,11,4.0
1959,1,2014 2 6 14 52,11,4.0
2292,1,2014 2 6 15 3,11,4.0
2323,1,2014 2 6 15 14,11,4.0
2324,1,2014 2 6 15 25,11,4.0
2516,1,2014 2 6 15 36,11,4.0
2711,1,2014 2 6 15 47,11,4.0
3350,1,2014 2 6 15 58,11,4.0
3363,1,2014 2 6 16 9,11,4.0
3481,1,2014 2 6 16 20,11,4.0
3767,1,2014 2 6 16 31,11,4.0
3979,1,2014 2 6 16 42,11,4.0
4009,1,2014 2 6 16 53,11,4.0
4240,1,2014 2 6 17 4,11,4.0
4657,1,2014 2 6 17 15,11,4.0
4775,1,2014 2 6 17 26,11,4.0
4846,1,2014 2 6 17 37,11,4.0
1100,1,2014 2 6 17 48,10,4.0
1263,1,2014 2 6 17 58,10,4.0
1271,1,2014 2 6 18 8,10,4.0
1324,1,2014 2 6 18 18,10,4.0
138,1,2014 2 6 18 28,8,4.0
837,1,2014 2 6 18 36,6,4.0
279,1,2014 2 6 18 42,5,4.0
345,1,2014 2 6 18 47,4,4.0
717,1,2014 2 6 18 51,3,4.0
567,1,2014 2 6 18 54,2,4.0
444,1,2014 2 6 18 56,1,4.0
524,1,2014 2 6 18 57,1,4.0
486,1,2014 2 6 18 58,1,4.0
1090,1,2014 2 6 18 59,1,4.0
1340,1,2014 2 7 9 0,10,4.0
1486,1,2014 2 7 9 10,10,4.0
1820,1,2014 2 7 9 20,10,4.0
1830,1,2014 2 7 9 30,10,4.0
1841,1,2014 2 7 9 40,10,4.0
1958,1,2014 2 7 9 50,10,4.0
2291,1,2014 2 7 10 0,10,4.0
2468,1,2014 2 7 10 10,10,4.0
2627,1,2014 2 7 10 20,10,4.0
2811,1,2014 2 7 10 30,10,4.0
2819,1,2014 2 7 10 40,10,4.0
2961,1,2014 2 7 10 50,10,4.0
3391,1,2014 2 7 11 0,10,4.0
3721,1,2014 2 7 11 10,10,4.0
3926,1,2014 2 7 11 20,10,4.0
4155,1,2014 2 7 11 30,10,4.0
4177,1,2014 2 7 11 40,10,4.0
4178,1,2014 2 7 11 50,10,4.0
4193,1,2014 2 7 12 0,10,4.0
4430,1,2014 2 7 12 10,10,4.0
4743,1,2014 2 7 12 20,10,4.0
63,1,2014 2 7 12 30,10,4.0
587,1,2014 2 7 12 40,10,4.0
853,1,2014 2 7 12 50,10,4.0
1061,1,2014 2 7 13 0,10,4.0
1339,1,2014 2 7 13 10,10,4.0
1613,1,2014 2 7 13 20,10,4.0
1736,1,2014 2 7 13 30,10,4.0
1867,1,2014 2 7 13 40,10,4.0
2211,1,2014 2 7 13 50,10,4.0
2787,1,2014 2 7 14 0,10,4.0
2835,1,2014 2 7 14 10,10,4.0
2877,1,2014 2 7 14 20,10,4.0
3024,1,2014 2 7 14 30,10,4.0
3951,1,2014 2 7 14 40,10,4.0
4008,1,2014 2 7 14 50,10,4.0
4218,1,2014 2 7 15 0,10,4.0
4286,1,2014 2 7 15 10,10,4.0
4731,1,2014 2 7 15 20,10,4.0
4862,1,2014 2 7 15 30,10,4.0
882,1,2014 2 7 15 40,10,4.0
1247,1,2014 2 7 15 50,10,4.0
1705,1,2014 2 7 16 0,10,4.0
1957,1,2014 2 7 16 10,10,4.0
2290,1,2014 2 7 16 20,10,4.0
2693,1,2014 2 7 16 30,10,4.0
2733,1,2014 2 7 16 40,10,4.0
2894,1,2014 2 7 16 50,10,4.0
2960,1,2014 2 7 17 0,10,4.0
3056,1,2014 2 7 17 10,10,4.0
3287,1,2014 2 7 17 20,10,4.0
3444,1,2014 2 7 17 30,10,4.0
3463,1,2014 2 7 17 40,10,4.0
3708,1,2014 2 7 17 50,10,4.0
3900,1,2014 2 7 18 0,10,4.0
3901,1,2014 2 7 18 10,10,4.0
4023,1,2014 2 7 18 20,10,4.0
1087,1,2014 2 7 18 30,8,4.0
347,1,2014 2 7 18 38,6,4.0
505,1,2014 2 7 18 44,4,4.0
255,1,2014 2 7 18 48,3,4.0
728,1,2014 2 7 18 51,3,4.0
568,1,2014 2 7 18 54,2,4.0
457,1,2014 2 7 18 56,1,4.0
548,1,2014 2 7 18 57,1,4.0
487,1,2014 2 7 18 58,1,4.0
1135,1,2014 2 7 18 59,1,4.0
4429,1,2014 2 8 9 0,10,4.0
234,1,2014 2 8 9 10,10,4.0
268,1,2014 2 8 9 20,10,4.0
349,1,2014 2 8 9 30,10,4.0
391,1,2014 2 8 9 40,10,4.0
1262,1,2014 2 8 9 50,10,4.0
1362,1,2014 2 8 10 0,10,4.0
1375,1,2014 2 8 10 10,10,4.0
1600,1,2014 2 8 10 20,10,4.0
1803,1,2014 2 8 10 30,10,4.0
2006,1,2014 2 8 10 40,10,4.0
2073,1,2014 2 8 10 50,10,4.0
2131,1,2014 2 8 11 0,10,4.0
2155,1,2014 2 8 11 10,10,4.0
2210,1,2014 2 8 11 20,10,4.0
2515,1,2014 2 8 11 30,10,4.0
2710,1,2014 2 8 11 40,10,4.0
3070,1,2014 2 8 11 50,10,4.0
3120,1,2014 2 8 12 0,10,4.0
3148,1,2014 2 8 12 10,10,4.0
3231,1,2014 2 8 12 20,10,4.0
3414,1,2014 2 8 12 30,10,4.0
3666,1,2014 2 8 12 40,10,4.0
3678,1,2014 2 8 12 50,10,4.0
4114,1,2014 2 8 13 0,10,4.0
4217,1,2014 2 8 13 10,10,4.0
4411,1,2014 2 8 13 20,10,4.0
4526,1,2014 2 8 13 30,10,4.0
4576,1,2014 2 8 13 40,10,4.0
4670,1,2014 2 8 13 50,10,4.0
4714,1,2014 2 8 14 0,10,4.0
4760,1,2014 2 8 14 10,10,4.0
4861,1,2014 2 8 14 20,10,4.0
4987,1,2014 2 8 14 30,10,4.0
660,1,2014 2 8 14 40,9,4.0
851,1,2014 2 8 14 49,9,4.0
852,1,2014 2 8 14 58,9,4.0
908,1,2014 2 8 15 7,9,4.0
997,1,2014 2 8 15 16,9,4.0
1194,1,2014 2 8 15 25,9,4.0
1512,1,2014 2 8 15 34,9,4.0
1956,1,2014 2 8 15 43,9,4.0
1995,1,2014 2 8 15 52,9,4.0
2277,1,2014 2 8 16 1,9,4.0
2393,1,2014 2 8 16 10,9,4.0
2498,1,2014 2 8 16 19,9,4.0
2607,1,2014 2 8 16 28,9,4.0
2662,1,2014 2 8 16 37,9,4.0
2673,1,2014 2 8 16 46,9,4.0
2810,1,2014 2 8 16 55,9,4.0
2863,1,2014 2 8 17 4,9,4.0
3088,1,2014 2 8 17 13,9,4.0
3119,1,2014 2 8 17 22,9,4.0
3132,1,2014 2 8 17 31,9,4.0
3261,1,2014 2 8 17 40,9,4.0
3362,1,2014 2 8 17 49,9,4.0
3372,1,2014 2 8 17 58,9,4.0
3373,1,2014 2 8 18 7,9,4.0
3517,1,2014 2 8 18 16,9,4.0
766,1,2014 2 8 18 25,9,4.0
802,1,2014 2 8 18 34,7,4.0
310,1,2014 2 8 18 41,5,4.0
287,1,2014 2 8 18 46,4,4.0
129,1,2014 2 8 18 50,3,4.0
190,1,2014 2 8 18 53,2,4.0
98,1,2014 2 8 18 55,2,4.0
590,1,2014 2 8 18 57,1,4.0
546,1,2014 2 8 18 58,1,4.0
1278,1,2014 2 8 18 59,1,4.0
3639,1,2014 2 9 9 0,9,4.0
3692,1,2014 2 9 9 9,9,4.0
3693,1,2014 2 9 9 18,9,4.0
3781,1,2014 2 9 9 27,9,4.0
3883,1,2014 2 9 9 36,9,4.0
4610,1,2014 2 9 9 45,9,4.0
4698,1,2014 2 9 9 54,9,4.0
4774,1,2014 2 9 10 3,9,4.0
4827,1,2014 2 9 10 12,9,4.0
4860,1,2014 2 9 10 21,9,4.0
925,1,2014 2 9 10 30,9,4.0
1013,1,2014 2 9 10 39,9,4.0
1410,1,2014 2 9 10 48,9,4.0
1642,1,2014 2 9 10 57,9,4.0
1659,1,2014 2 9 11 6,9,4.0
1781,1,2014 2 9 11 15,9,4.0
2606,1,2014 2 9 11 24,9,4.0
2672,1,2014 2 9 11 33,9,4.0
2778,1,2014 2 9 11 42,9,4.0
2917,1,2014 2 9 11 51,9,4.0
2933,1,2014 2 9 12 0,9,4.0
3087,1,2014 2 9 12 9,9,4.0
3205,1,2014 2 9 12 18,9,4.0
3286,1,2014 2 9 12 27,9,4.0
3480,1,2014 2 9 12 36,9,4.0
